id,budget,original_language,genres,popularity,release_date,runtime,title,revenue
2256,1,en,,1.337096,4/23/1999,95,Lost & Found,100
2257,0,fr,,1.484109,10/30/1991,158,Van Gogh,138000
2258,7000000,en,,6.01272,9/30/2005,114,Capote,49084830
2259,90000000,en,,8.184815,6/30/1995,96,Judge Dredd,113493481
2260,0,en,,5.923904,8/15/2008,99,Henry Poole Is Here,1829917
2261,3800000,en,,2.894924,6/10/2009,84,Saint John of Las Vegas,111731
2262,0,en,,2.326119,2/17/1989,98,The Mighty Quinn,4557214
2263,56000000,en,,12.136158,1/18/2013,109,Broken City,19701164
2264,0,en,,3.316857,2/14/2013,100,One Small Hitch,7965
2265,15000000,en,,5.952494,12/9/1988,107,Twins,216614388
2266,500000,en,,0.370114,9/25/1995,157,Aasai,500000
2267,70000000,en,,9.963079,12/15/2000,127,What Women Want,374111707
2268,0,en,,2.844534,2/16/2009,103,Madea Goes to Jail,90508336
2269,20000000,en,,5.970067,10/14/2007,128,The Kite Runner,73276047
2270,30000000,en,,10.25103,8/10/2001,108,American Pie 2,287553595
2271,500000,en,,8.212399,10/2/1973,110,Mean Streets,3000000
2272,4500000,de,,5.69684,7/4/2004,117,Before the Fall,3764219
2273,1700000,en,,6.115299,1/20/2009,77,The Girlfriend Experience,1007962
2274,8000000,en,,6.230854,4/3/1992,124,The Player,21706101
2275,60000000,en,,15.037993,3/2/2016,99,London Has Fallen,205754447
2276,10000000,en,,11.119593,5/16/2007,111,My Blueberry Nights,21786738
2277,0,no,,10.287127,2/12/2014,100,Dead Snow 2: Red vs. Dead,37473
2278,8000000,fr,,7.321152,10/12/2016,66,My Life as a Zucchini,292279
2279,100000000,en,,8.903754,8/15/2002,95,The Adventures of Pluto Nash,7103973
2280,10000000,en,,6.063809,2/14/2007,100,Daddy's Little Girls,31609243
2281,17000000,en,,5.498819,10/27/2011,98,The Double,3696232
2282,0,en,,6.422711,4/10/1998,103,My Giant,7985929
2283,6000000,en,,11.461437,7/26/1985,90,Pee-wee's Big Adventure,40940662
2284,0,en,,4.40284,8/8/2012,92,Nitro Circus: The Movie,3903479
2285,22000000,ja,,9.409701,7/29/2006,115,Tales from Earthsea,68000000
2286,0,en,,8.37404,10/28/2007,100,Boy A,1200398
2287,75000000,en,,7.762917,11/2/2011,104,Tower Heist,152930623
2288,18000000,hi,,1.377993,5/15/2015,151,Bombay Velvet,1500000
2289,12823507,ru,,2.981184,9/29/2016,110,The Duelist,6101904
2290,23000000,en,,3.612089,10/7/1994,76,A Troll in Central Park,71368
2291,24000000,en,,16.195894,2/21/2003,91,Old School,87055349
2292,16000000,en,,2.890462,8/15/1997,97,Steel,1686429
2293,0,ru,,0.436028,10/9/2009,110,The Miracle,50656
2294,18000000,en,,88.439243,4/27/2017,110,The Circle,20497844
2295,0,en,,0.114609,4/14/1989,102,Under the Boardwalk,147542
2296,400000,en,,0.038876,3/7/2008,80,The Amazing Truth About Queen Raquela,5255
2297,90000000,en,,8.684892,12/18/2013,114,The Secret Life of Walter Mitty,188133322
2298,85000000,en,,8.326699,3/3/2008,88,Horton Hears a Who!,297138014
2299,0,da,,4.472892,7/15/2008,90,Terribly Happy,179943
2300,60000000,en,,13.155901,6/4/1998,103,The Truman Show,264118201
2301,2380000,en,,2.514638,9/12/2006,101,This Is England,8176544
2302,0,ru,,1.238971,6/8/2006,101,It Doesn't Hurt Me,1110566
2303,0,de,,0.002229,3/14/1996,,Happy Weekend,65335
2304,12000000,en,,15.698433,12/13/1973,151,Papillon,53267000
2305,48000000,en,,10.639244,6/14/1991,143,Robin Hood: Prince of Thieves,390493908
2306,35000000,en,,6.90658,5/8/2015,87,Hot Pursuit,51680201
2307,0,ja,,6.518028,6/26/2009,108,Evangelion: 2.0 You Can (Not) Advance,41162041
2308,7000000,en,,3.132019,4/8/1983,100,Losin' It,1246141
2309,1227401,en,,8.319631,10/4/1991,100,The Rapture,1277401
2310,2200000,en,,17.112594,12/18/1971,136,A Clockwork Orange,26589000
2311,12156348,fr,,5.662109,11/1/2016,98,Max & Leon,7900000
2312,30000000,en,,10.901355,4/23/2008,99,Baby Mama,63833449
2313,0,en,,4.453296,5/30/2003,107,Capturing the Friedmans,3117985
2314,13000000,en,,7.421245,12/30/2011,105,The Iron Lady,114956699
2315,0,en,,8.534039,5/16/2013,122,The Congress,455815
2316,5500000,en,,6.149295,1/18/2014,120,Wish I Was Here,5483299
2317,24000000,en,,11.666172,6/17/1988,91,The Great Outdoors,43455230
2318,24000000,en,,11.184385,9/9/1991,137,The Fisher King,41895491
2319,24000000,en,,8.407519,12/12/1969,146,"Hello, Dolly!",33208099
2320,1500000,en,,7.081404,7/24/2013,104,The To Do List,3566225
2321,20000000,en,,2.582818,3/31/2006,105,ATL,21170563
2322,1805000,en,,12.90707,4/11/1953,98,Titanic,4905000
2323,195000000,en,,4.503505,6/28/2011,154,Transformers: Dark of the Moon,1123746996
2324,0,fr,,2.76145,10/28/1930,63,L'Âge d'Or,7940
2325,75000000,en,,6.303466,8/31/2011,110,The Three Musketeers,132274484
2326,79000000,en,,9.645543,12/24/2003,154,Cold Mountain,173013509
2327,58000000,en,,187.860492,2/9/2016,108,Deadpool,783112979
2328,15000000,en,,10.627364,2/29/1988,92,Beetlejuice,73326666
2329,45000000,en,,8.279285,10/18/2012,101,Alex Cross,30353232
2330,6200000,ko,,1.077252,9/10/2010,113,Late Autumn,4820000
2331,0,en,,7.859837,9/27/2013,105,We Are What We Are,81381
2332,6400000,en,,12.203066,10/17/2011,99,My Week with Marilyn,35057696
2333,0,en,,7.032964,10/27/2014,93,She's Funny That Way,111996
2334,9500000,en,,10.359669,6/12/1967,117,You Only Live Twice,111584787
2335,10000000,en,,8.406056,2/7/2008,100,Kung Fu Dunk,22896728
2336,0,fr,,5.184701,1/29/1958,88,Elevator to the Gallows,263404
2337,0,en,,7.190986,8/15/1980,100,Smokey and the Bandit II,66132626
2338,0,en,,4.737529,11/7/1986,113,Something Wild,8362969
2339,63000000,en,,63.869599,10/15/1999,139,Fight Club,100853753
2340,3000000,en,,2.395067,12/18/1960,91,Cinderfella,7100000
2341,30000000,en,,12.09096,7/18/1996,110,The Frighteners,29359216
2342,14000000,en,,6.081401,9/25/1998,99,Urban Legend,72527595
2343,500000,tr,,1.640271,2/22/2008,90,Recep İvedik,5330000
2344,350000,en,,1.553107,10/1/1985,96,Desert Hearts,2400000
2345,60000000,en,,5.460942,9/22/2006,140,Flyboys,17800000
2346,0,en,,4.691574,1/1/2006,98,How to Eat Fried Worms,13022756
2347,10000000,en,,10.770928,9/25/1962,178,The Longest Day,50100000
2348,25000000,en,,16.816834,12/10/2016,127,Hidden Figures,230698791
2349,0,en,,2.787833,5/5/1987,111,Gardens of Stone,5262047
2350,8000000,en,,12.137595,12/26/1973,122,The Exorcist,441306145
2351,23000000,en,,7.06088,8/18/2006,93,Accepted,38505009
2352,28000000,en,,15.802306,5/23/1984,118,Indiana Jones and the Temple of Doom,333000000
2353,7000000,en,,6.657792,11/15/1974,123,Earthquake,79666653
2354,8376800,hi,,12.237488,2/15/2008,213,Jodhaa Akbar,13000000
2355,12000000,en,,3.223039,4/7/2004,97,Johnson Family Vacation,31179516
2356,20000000,en,,18.157166,10/30/1998,119,American History X,23875127
2357,65000000,en,,9.782014,5/23/1991,100,Hudson Hawk,17218080
2358,225000000,en,,18.538834,6/12/2013,143,Man of Steel,662845518
2359,0,en,,2.255032,2/25/1999,111,The Minus Man,370668
2360,0,en,,0.765825,8/8/1986,90,A Fine Mess,6029824
2361,0,es,,6.997583,6/17/2016,108,Neruda,939101
2362,15000000,en,,6.557426,9/7/2001,92,Knockaround Guys,12000000
2363,0,en,,2.976672,1/19/2013,89,Touchy Feely,35022
2364,45000000,en,,6.287245,8/9/1996,113,Jack,58620973
2365,50000000,en,,9.092925,8/6/2014,89,Into the Storm,160602194
2366,0,de,,9.046751,9/6/2014,122,Labyrinth of Lies,794452
2367,0,en,,9.961184,2/5/2015,85,Shaun the Sheep Movie,59700000
2368,0,en,,5.439942,1/12/1990,114,Internal Affairs,27734391
2369,0,cn,,9.503762,9/6/2013,105,Rigor Mortis,7865
2370,70000000,en,,7.739633,12/25/2006,134,Dreamgirls,154937680
2371,150000000,en,,7.739904,3/27/2012,99,Wrath of the Titans,301000000
2372,0,en,,0.975702,3/15/1978,98,House Calls,28460702
2373,40000000,en,,8.142089,8/6/2009,123,Julie & Julia,129540499
2374,12000000,en,,11.213913,8/16/2013,123,About Time,87100449
2375,2500000,en,,12.525758,8/26/2010,89,Hatchet II,52604
2376,60000000,en,,7.667874,2/8/2007,101,Norbit,95673607
2377,2300000,en,,1.970054,7/4/2008,155,Jaane Tu... Ya Jaane Na,11100000
2378,25000000,en,,7.857078,9/28/2007,119,Michael Clayton,92991835
2379,13000000,en,,1.296862,4/3/1996,91,Faithful,9789900
2380,0,en,,5.985236,12/1/2006,97,Van Wilder 2: The Rise of Taj,6086508
2381,4000000,en,,10.936827,1/11/2002,104,Secretary,9304609
2382,0,en,,5.019486,8/7/2015,129,Steve Jobs: The Man in the Machine,494506
2383,8000000,en,,5.000657,11/5/2010,129,Another Year,18124262
2384,0,fr,,4.471645,5/19/1970,126,Borsalino,3
2385,0,en,,0.407732,3/22/2001,88,Yolngu Boy,671
2386,0,en,,10.134408,6/30/1987,120,Innerspace,25893810
2387,0,en,,8.283863,5/23/1974,115,Thunderbolt and Lightfoot,21700000
2388,90000000,en,,12.980624,6/29/2009,94,Ice Age: Dawn of the Dinosaurs,886686817
2389,30000000,en,,6.793972,6/26/2009,109,My Sister's Keeper,95714875
2390,0,ja,,6.228255,7/19/1997,87,The End of Evangelion,20000000
2391,7500000,hi,,0.494047,7/23/2010,155,Khatta Meetha,10000000
2392,5500000,en,,10.517835,12/16/1965,130,Thunderball,141195658
2393,5000000,ja,,4.281103,11/2/2002,129,The Twilight Samurai,7338987
2394,0,en,,4.556825,9/3/1991,90,Edward II,694438
2395,35000000,en,,9.576745,3/18/2001,88,Spy Kids,147934180
2396,0,fr,,5.752416,8/26/2015,115,Dheepan,248392
2397,60000000,en,,15.904834,8/12/2010,133,Eat Pray Love,204594016
2398,80000000,en,,8.772188,11/8/1996,117,Ransom,309492681
2399,18000000,en,,6.108646,12/27/2013,111,Labor Day,20275812
2400,0,ja,,1.13376,11/5/2011,133,Kaiji 2: The Ultimate Gambler,15
2401,0,en,,9.916094,1/25/2000,110,Happy Accidents,688510
2402,60000000,en,,6.710215,11/22/1994,109,Junior,37000000
2403,60000000,en,,10.776138,3/5/2004,101,Starsky & Hutch,170268750
2404,47000000,en,,5.507082,12/21/1990,125,The Bonfire of the Vanities,15691192
2405,37000000,en,,13.081203,9/15/2010,125,The Town,154026136
2406,2500000,en,,5.46567,2/14/2012,102,About Cherry,3003
2407,4000000,en,,14.171675,10/21/2016,111,Moonlight,65046687
2408,0,en,,1.132307,4/30/1993,99,The Night We Never Met,1884814
2409,16000000,en,,5.857368,2/1/1991,91,Run,4409328
2410,32000000,en,,7.177649,9/13/2000,129,Men of Honor,48814909
2411,20000000,en,,6.312206,2/20/2009,90,Fired Up!,18599102
2412,60000000,en,,11.970205,11/11/1994,123,Interview with the Vampire,223664608
2413,65000000,en,,5.627787,11/21/2012,93,Red Dawn,44806783
2414,3400000,en,,0.40319,10/4/1985,112,Bliss,660537
2415,0,en,,5.916187,12/21/1979,122,The Electric Horseman,61801971
2416,0,en,,10.597116,4/16/1993,98,Benny & Joon,23202734
2417,2500000,en,,11.898793,6/26/2015,99,Knock Knock,6341684
2418,3000000,en,,12.416635,6/29/1971,100,Willy Wonka & the Chocolate Factory,4000000
2419,35000000,en,,13.492845,7/7/1995,108,Species,113374103
2420,55000000,en,,6.709803,12/14/1996,134,Evita,141047179
2421,4000000,en,,7.959965,4/28/2009,103,S. Darko,4100000
2422,0,fr,,8.260823,12/3/2003,94,Monsieur Ibrahim,11576431
2423,0,en,,3.659745,2/18/1983,102,The Sting II,6347072
2424,500000,en,,0.493342,8/25/1999,157,Amarkalam,500000
2425,60000000,en,,7.493615,7/28/1999,105,Deep Blue Sea,73648228
2426,0,en,,5.952392,4/2/1987,88,Police Academy 4: Citizens on Patrol,28061343
2427,0,es,,0.02158,9/4/1983,105,Overdose,1334173
2428,0,en,,1.109111,4/19/2002,91,Joshua,1347988
2429,0,en,,8.685761,10/4/1996,108,That Thing You Do!,34585416
2430,15000000,en,,5.951492,10/11/2002,90,Tuck Everlasting,19158074
2431,17000000,en,,2.972529,5/6/1963,154,55 Days at Peking,10000000
2432,40000000,en,,14.767317,5/13/2016,134,The Conjuring 2,320170008
2433,0,en,,3.898236,9/11/2006,81,10 Items or Less,580527
2434,0,en,,8.963037,2/1/1996,87,Black Sheep,32
2435,0,en,,3.967229,5/29/2015,105,Results,104507
2436,0,cn,,3.782615,3/4/1993,106,The Legend I,3956913
2437,4300000,hi,,3.699552,11/24/2016,149,Dear Zindagi,3376375
2438,120000000,en,,18.911961,3/15/2000,130,The Perfect Storm,325756637
2439,6400000,en,,9.57874,2/7/1986,107,Hannah and Her Sisters,40084041
2440,50000000,en,,5.852263,8/4/2002,110,Blood Work,26199517
2441,27000000,en,,11.15092,2/24/2006,110,Lucky Number Slevin,56308881
2442,3000000,en,,4.947043,11/16/1984,95,Night of the Comet,14418922
2443,50000000,en,,8.176147,3/12/2009,98,Race to Witch Mountain,106303988
2444,68000000,en,,34.047399,6/23/2010,124,The Twilight Saga: Eclipse,698491347
2445,0,en,,2.555585,2/18/1983,112,The Pirates of Penzance,694497
2446,16000000,en,,15.133316,10/7/1988,91,Alien Nation,32155047
2447,4500000,en,,4.31583,6/27/1956,116,Moby Dick,10400000
2448,7500000,en,,11.791591,12/5/2007,96,Juno,231411584
2449,60000000,en,,12.149946,3/1/2001,120,15 Minutes,56359980
2450,35000000,en,,13.349518,11/15/2000,106,Bounce,36779296
2451,1821052,en,,11.046411,6/29/1951,111,Ace in the Hole,1300000
2452,0,en,,5.713974,11/15/2013,93,Dom Hemingway,523511
2453,37000000,en,,6.695229,9/23/2011,113,Dolphin Tale,95404397
2454,15000000,en,,7.665431,9/12/2004,89,A Dirty Shame,1914166
2455,58000000,en,,0.393865,6/7/2013,119,The Internship,44000000
2456,50000000,en,,19.638605,6/29/2012,106,Ted,549368315
2457,14000000,en,,2.308846,9/3/2005,104,Bee Season,6856989
2458,0,en,,8.452485,2/22/2013,112,To the Wonder,587615
2459,0,en,,9.449103,4/7/2016,97,Before I Wake,3295624
2460,100000000,en,,11.913405,5/15/2013,102,Epic,268426634
2461,25000000,en,,11.556484,8/31/2005,129,The Constant Gardener,82466670
2462,1900000,zh,,0.653271,12/31/2000,102,Happy Times,240093
2463,18000000,en,,12.682927,2/18/2016,112,Midnight Special,6212282
2464,0,fr,,4.778045,3/16/2015,93,The Measure of a Man,106498
2465,22000000,en,,11.654349,11/9/1990,181,Dances with Wolves,424208848
2466,19000000,en,,8.132811,3/4/2011,97,Take Me Home Tonight,6928068
2467,37000000,en,,8.451297,5/27/2015,105,Aloha,26250020
2468,18000000,en,,7.471655,10/5/1986,103,Peggy Sue Got Married,41382841
2469,25000000,en,,6.497591,5/31/1996,115,The Arrival,14048372
2470,85000000,en,,10.175503,2/6/2002,108,Collateral Damage,78382433
2471,2500000,en,,3.084426,8/3/1979,110,More American Graffiti,15014674
2472,28000000,en,,7.058599,8/24/2001,98,Ghosts of Mars,14010832
2473,175000000,en,,12.319595,11/14/2015,93,The Good Dinosaur,331926147
2474,500000,en,,8.398158,1/13/2002,93,May,150277
2475,0,zh,,1.832762,6/27/2013,116,Tiny Times,79
2476,132000000,en,,22.201607,11/22/2014,92,Penguins of Madagascar,373552094
2477,30000000,en,,8.205448,11/10/1995,90,Ace Ventura: When Nature Calls,212385533
2478,0,en,,3.444266,12/15/1989,117,Blaze,19131000
2479,24000000,en,,6.253084,10/17/2009,93,The Men Who Stare at Goats,68729358
2480,70000000,pt,,9.353499,3/5/1998,115,A Civil Action,56702901
2481,6400000,hi,,7.950488,7/13/2012,144,Cocktail,18800000
2482,30000000,en,,9.591425,11/18/2010,133,The Next Three Days,51148651
2483,43000000,en,,13.802674,1/13/2005,97,Elektra,56681566
2484,0,en,,6.114898,6/27/2014,105,The Internet's Own Boy: The Story of Aaron Swartz,48911
2485,0,cn,,3.606688,9/16/1992,113,Once Upon a Time in China II,30399676
2486,125000000,en,,14.924487,3/20/2014,139,Noah,362637473
2487,120000000,en,,7.134168,5/9/2008,135,Speed Racer,93945766
2488,1202007,en,,6.360746,12/28/1945,103,Scarlet Street,2948386
2489,23600000,en,,11.063029,10/7/2009,88,Zombieland,102391382
2490,22000000,en,,28.176992,5/19/2017,91,Diary of a Wimpy Kid: The Long Haul,40120144
2491,6400000,en,,7.506958,10/20/1995,86,Never Talk to Strangers,6
2492,135000,en,,0.588872,9/10/2010,94,Logan,10474
2493,1200000,en,,1.472463,4/19/2013,114,Home Run,2861020
2494,500000,en,,5.85469,1/26/2003,88,The Station Agent,8679814
2495,0,en,,0.31754,4/6/2011,94,Blank City,99303
2496,2500000,de,,6.357321,1/1/1987,128,Wings of Desire,3200000
2497,0,en,,11.19785,10/11/2002,105,Below,605562
2498,35000000,en,,12.201954,2/27/1997,127,Donnie Brasco,41954997
2499,3500000,ru,,0.884241,4/15/2010,0,Hooked on the Game 2. The Next Level,2294357
2500,30000000,en,,12.199047,12/16/1994,133,Legends of the Fall,160638883
2501,25000000,en,,5.282976,10/8/2010,107,My Soul to Take,19829957
2502,0,en,,3.724207,12/7/2012,94,Hyde Park on Hudson,8887603
2503,3500000,en,,14.56965,4/26/1995,91,Friday,28215918
2504,0,en,,11.457485,7/25/1985,95,National Lampoon’s European Vacation,49364621
2505,0,en,,5.072902,4/28/1989,98,Loverboy,3960327
2506,0,en,,1.218959,2/18/2010,101,We Are from the Future 2,8910819
2507,12500000,en,,6.82647,9/24/2011,101,The Ides of March,75993061
2508,2000000,en,,7.659357,9/11/2005,120,Harsh Times,5967038
2509,4317946,de,,12.452985,2/24/2011,106,Pina,14624826
2510,8000000,en,,6.712894,6/17/2010,98,Wild Target,3453043
2511,1800000,fi,,0.474578,1/17/2013,93,The Hijack That Went South,532269
2512,0,en,,10.854598,3/13/1992,140,Howards End,25966555
2513,25000000,en,,13.018491,10/16/1998,89,Bride of Chucky,50671850
2514,18000000,en,,7.536295,7/24/1981,108,Blow Out,12000000
2515,55000000,en,,17.618057,9/24/2014,132,The Equalizer,192330738
2516,6600000,en,,8.151346,8/20/2014,124,Clouds of Sils Maria,1851517
2517,32745300,en,,17.958512,4/6/2017,117,Their Finest,12173470
2518,97250400,fr,,9.671944,1/13/2008,116,Asterix at the Olympic Games,132900000
2519,90000000,en,,13.116461,6/5/2008,113,You Don't Mess with the Zohan,201596308
2520,950000,en,,0.820911,8/8/1973,76,Heavy Traffic,1500000
2521,23000000,en,,5.810716,9/8/1976,134,King Kong,90614445
2522,31000000,en,,5.443097,12/22/1989,122,Always,74134790
2523,3600000,en,,13.520764,3/13/1987,84,Evil Dead II,5923044
2524,6000000,en,,3.554491,12/16/1983,96,The Keep,3661757
2525,0,cn,,1.824275,11/30/1991,99,Sex and Zen,396003
2526,47000000,en,,10.642824,11/27/2002,99,Solaris,30002758
2527,10000000,en,,6.435926,3/25/1983,91,The Outsiders,33697647
2528,4000000,en,,6.430591,6/5/2014,164,Boyhood,44349000
2529,6000000,en,,3.189566,1/13/1972,131,The Cowboys,7500000
2530,25000000,en,,3.240624,10/26/1970,128,Waterloo,3052000
2531,70000000,en,,13.842333,8/22/2007,110,The Kingdom,86658558
2532,15000000,en,,6.259433,12/23/1994,133,Prêt-à-Porter,11300653
2533,250000000,en,,23.253089,11/26/2012,169,The Hobbit: An Unexpected Journey,1021103568
2534,8000000,fr,,0.860734,10/25/2005,124,The Rocket: The Legend of Rocket Richard,2019009
2535,75000000,en,,6.353996,10/30/2001,89,Domestic Disturbance,54249294
2536,80000000,en,,10.364794,7/1/2009,140,Public Enemies,214104620
2537,0,en,,5.47591,5/21/1975,123,The Eiger Sanction,14200000
2538,21500000,en,,31.314013,8/4/2016,98,Collide,4811525
2539,6900000,hi,,4.0315,6/9/2000,162,Josh,15000000
2540,0,en,,5.25696,7/18/2008,98,Repo! The Genetic Opera,188126
2541,103000,ko,,5.194433,9/5/2012,104,Pieta,3623330
2542,35000000,en,,11.418802,12/20/2012,134,This Is 40,88058786
2543,3500000,en,,5.899155,7/9/2010,106,The Kids Are All Right,34705850
2544,0,en,,2.793619,3/18/1988,96,D.O.A.,12706478
2545,50000000,en,,14.327717,4/18/2003,98,Basic,42792561
2546,45000000,en,,14.547939,12/12/2016,133,Patriots Day,50548152
2547,18000000,en,,6.197298,5/31/1984,105,Star Trek III: The Search for Spock,87000000
2548,150000000,en,,11.379355,12/14/2007,101,I Am Legend,585349010
2549,0,en,,10.226181,12/23/1973,124,Magnum Force,39768000
2550,0,en,,7.103951,5/20/2004,105,Mysterious Skin,1524966
2551,0,en,,7.92736,8/1/2014,139,Get on Up,31911598
2552,30000000,en,,6.418936,9/14/2001,106,The Glass House,23619609
2553,80000000,en,,11.054251,11/15/1996,88,Space Jam,250200000
2554,13000000,en,,1.386549,8/21/1992,89,The Gun in Betty Lou's Handbag,3721911
2555,0,fr,,4.72304,10/3/1947,106,Quai des Orfèvres,152961
2556,0,en,,0.884526,5/10/2002,96,G,3020784
2557,0,en,,1.00E-06,9/15/1988,87,Big Time,148426
2558,4500000,en,,12.449574,9/13/1996,108,Bound,7011317
2559,30000000,en,,18.502877,8/19/2009,79,9,48428063
2560,4200000,ru,,7.42908,1/1/2006,132,Day Watch,38862717
2561,0,en,,1.685918,4/14/1989,97,She's Out of Control,12065892
2562,25000000,en,,6.753969,10/25/2002,95,Punch-Drunk Love,17000000
2563,200000000,en,,14.477677,6/16/2016,97,Finding Dory,1028570889
2564,7400000,hi,,2.37252,8/11/2006,193,Kabhi Alvida Naa Kehna,17000000
2565,35000000,en,,7.219935,12/21/2007,96,Walk Hard: The Dewey Cox Story,18317151
2566,25000000,en,,13.06943,5/1/1998,136,He Got Game,21567853
2567,6000000,en,,5.598338,7/3/2008,99,The Wackness,2899975
2568,11000000,hi,,1.812728,5/1/2015,128,Gabbar Is Back,41000000
2569,0,en,,5.577636,8/20/1982,118,The Beastmaster,14056528
2570,12000000,en,,11.516965,3/11/1988,102,Off Limits,7242035
2571,165000000,en,,14.27536,11/10/2004,100,The Polar Express,305875730
2572,0,en,,5.7396,4/20/2014,88,Boulevard,126150
2573,37000000,zh,,4.209701,12/18/2015,127,Mojin: The Lost Legend,278300000
2574,1200000,ja,,6.486126,1/31/1998,96,Ringu,8690429
2575,2200000,en,,6.632663,12/29/1971,118,Straw Dogs,3251794
2576,250000,en,,4.297654,12/10/2011,62,Louis C.K.: Live at the Beacon Theater,1000000
2577,1500000,en,,2.627643,1/24/2010,90,Waste Land,187716
2578,0,en,,0.209191,6/16/2028,11,"The Life and Death of 9413, a Hollywood Extra",97
2579,1500000,en,,7.248676,8/23/1948,80,Rope,2200000
2580,20000000,en,,9.704289,2/4/2005,89,Boogeyman,67192859
2581,2000000,en,,6.640704,4/8/2015,95,Lost River,45431
2582,15000000,en,,13.310556,8/27/2014,108,The November Man,32556119
2583,0,sv,,2.939129,2/6/2003,90,Kops,8
2584,0,en,,7.538821,8/27/2004,88,Superbabies: Baby Geniuses 2,9109322
2585,3000000,en,,8.480501,10/18/1974,107,Airport 1975,47000000
2586,0,en,,5.24456,6/17/2011,83,The Art of Getting By,1406224
2587,0,en,,6.872888,6/23/1964,102,A Shot in the Dark,12368234
2588,30000000,en,,5.025475,9/15/2006,125,Gridiron Gang,41480851
2589,1350000,en,,4.60786,3/5/1998,105,"Lock, Stock and Two Smoking Barrels",3897569
2590,35000000,en,,6.71898,3/25/2005,105,Guess Who,68915888
2591,0,en,,2.203671,4/18/2015,73,Requiem for the American Dream,44695
2592,35000000,en,,8.355977,2/12/1999,112,Blast from the Past,40263020
2593,0,en,,5.571253,10/2/2015,86,Hell & Back,157768
2594,25000000,en,,3.372523,1/1/1993,93,Son of the Pink Panther,2438031
2595,0,hu,,3.485214,7/3/2013,112,The Notebook,66559
2596,12000000,en,,6.498789,4/1/2002,102,Barbershop,75781642
2597,850000,en,,1.094395,11/12/1982,109,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",840000
2598,13000000,en,,8.736869,8/28/1998,106,54,16757163
2599,0,en,,1.196669,11/2/1982,90,The Missionary,7241180
2600,90000000,en,,12.978751,11/20/1998,132,Enemy of the State,250649836
2601,0,fr,,8.569586,8/20/2014,98,Love at First Fight,23598
2602,0,en,,7.137117,12/29/1995,137,Mr. Holland's Opus,106269971
2603,0,en,,3.581434,9/23/2010,89,Jack Goes Boating,538000
2604,70000000,en,,15.57784,11/12/1997,109,Alien: Resurrection,162000000
2605,20000000,en,,2.321394,6/10/2011,91,Judy Moody and the Not Bummer Summer,14166853
2606,0,en,,2.774589,9/27/1991,99,Under Suspicion,221295
2607,80000000,en,,7.634017,3/5/1999,103,Analyze This,176885658
2608,5000000,en,,2.06528,6/27/2006,84,Hood of Horror,25900
2609,13500000,en,,5.387711,11/22/2000,124,Quills,7060876
2610,475000,en,,9.00314,1/30/2005,110,Brick,3919254
2611,5000,ko,,3.447894,12/16/2015,139,The Tiger: An Old Hunter's Tale,11083449
2612,0,en,,16.759454,4/21/1989,107,Field of Dreams,84431625
2613,30000000,en,,14.443599,2/16/2011,113,Unknown,130786397
2614,28000000,en,,4.512767,10/1/1999,119,"Mystery, Alaska",8888143
2615,49000000,en,,9.769047,11/2/2001,87,The One,72700000
2616,0,en,,5.94179,7/15/1983,79,Zelig,11798616
2617,14000000,en,,6.573364,12/11/1987,88,Throw Momma from the Train,57915972
2618,30000000,en,,13.194168,2/25/2004,127,The Passion of the Christ,611899420
2619,13000000,en,,12.989056,12/2/2010,108,Black Swan,327803731
2620,8500000,en,,10.222143,10/7/2016,92,Middle School: The Worst Years of My Life,19985196
2621,25000000,en,,4.257516,12/19/1997,93,Spice World,100000000
2622,15000000,en,,5.984133,7/13/1984,101,The Last Starfighter,28733290
2623,0,ja,,5.330725,7/28/2001,87,Millennium Actress,37641
2624,197471676,en,,15.262706,7/20/2017,137,Valerian and the City of a Thousand Planets,90024292
2625,5000000,en,,36.894806,2/24/2017,104,Get Out,252434250
2626,0,es,,3.534068,5/28/2015,97,The Club,52761
2627,60000000,en,,11.953553,10/20/2005,105,Doom,55987321
2628,1000000,en,,10.07817,4/17/2015,82,Unfriended,62882090
2629,852510,ro,,9.990406,8/24/2007,113,"4 Months, 3 Weeks and 2 Days",1185783
2630,0,en,,14.657754,3/8/1996,89,Homeward Bound II: Lost in San Francisco,32709423
2631,700000,en,,7.948581,6/19/2015,103,Dope,17986781
2632,102000000,en,,13.494246,10/26/2012,172,Cloud Atlas,130482868
2633,80000000,en,,8.534176,11/10/2000,106,Red Planet,33463969
2634,13000000,en,,8.502529,7/1/2002,94,Halloween: Resurrection,37664855
2635,0,en,,0.703225,1/26/1984,103,Shaolin Temple 2: Kids from Shaolin,3554460
2636,10000000,en,,1.942945,4/6/1990,98,The First Power,22424195
2637,26000000,en,,13.795875,1/21/2010,100,Legion,67918658
2638,0,en,,0.920469,10/8/1998,105,Men Cry Bullets,2303
2639,50000000,en,,10.901496,6/5/2014,112,22 Jump Street,188441614
2640,70000000,en,,7.513067,1/13/2011,111,The Dilemma,67112664
2641,0,en,,7.355355,12/12/2014,102,Top Five,25434291
2642,0,en,,1.784133,8/16/1991,97,Mystery Date,6166819
2643,75000000,en,,6.540621,6/4/2010,100,Killers,98159963
2644,37000000,en,,7.558125,4/3/2008,96,Nim's Island,100076342
